,Datetime,Pa
460,2019-02-24 04:40:00,1040.03537414966
461,2019-02-24 04:50:00,1040.0074829931973
462,2019-02-24 05:00:00,1039.9795918367347
463,2019-02-24 05:10:00,1039.951700680272
464,2019-02-24 05:20:00,1039.9238095238095
465,2019-02-24 05:30:00,1039.895918367347
466,2019-02-24 05:40:00,1039.8680272108843
467,2019-02-24 05:50:00,1039.8401360544217
468,2019-02-24 06:00:00,1039.812244897959
469,2019-02-24 06:10:00,1039.7843537414965
470,2019-02-24 06:20:00,1039.756462585034
471,2019-02-24 06:30:00,1039.7285714285713
472,2019-02-24 06:40:00,1039.700680272109
473,2019-02-24 06:50:00,1039.6727891156463
474,2019-02-24 07:00:00,1039.6448979591837
475,2019-02-24 07:10:00,1039.617006802721
476,2019-02-24 07:20:00,1039.5891156462585
477,2019-02-24 07:30:00,1039.561224489796
478,2019-02-24 07:40:00,1039.5333333333333
479,2019-02-24 07:50:00,1039.5054421768707
480,2019-02-24 08:00:00,1039.477551020408
481,2019-02-24 08:10:00,1039.4496598639455
482,2019-02-24 08:20:00,1039.421768707483
483,2019-02-24 08:30:00,1039.3938775510203
484,2019-02-24 08:40:00,1039.3659863945577
485,2019-02-24 08:50:00,1039.3380952380953
486,2019-02-24 09:00:00,1039.3102040816327
487,2019-02-24 09:10:00,1039.2823129251701
488,2019-02-24 09:20:00,1039.2544217687075
489,2019-02-24 09:30:00,1039.226530612245
490,2019-02-24 09:40:00,1039.1986394557823
491,2019-02-24 09:50:00,1039.1707482993197
492,2019-02-24 10:00:00,1039.142857142857
493,2019-02-24 10:10:00,1039.1149659863945
494,2019-02-24 10:20:00,1039.087074829932
495,2019-02-24 10:30:00,1039.0591836734693
496,2019-02-24 10:40:00,1039.0312925170067
497,2019-02-24 10:50:00,1039.003401360544
498,2019-02-24 11:00:00,1038.9755102040815
499,2019-02-24 11:10:00,1038.947619047619
500,2019-02-24 11:20:00,1038.9197278911565
501,2019-02-24 11:30:00,1038.891836734694
502,2019-02-24 11:40:00,1038.8639455782313
503,2019-02-24 11:50:00,1038.8360544217687
504,2019-02-24 12:00:00,1038.8081632653061
505,2019-02-24 12:10:00,1038.7802721088435
506,2019-02-24 12:20:00,1038.752380952381
507,2019-02-24 12:30:00,1038.7244897959183
508,2019-02-24 12:40:00,1038.6965986394557
509,2019-02-24 12:50:00,1038.668707482993
510,2019-02-24 13:00:00,1038.6408163265305
511,2019-02-24 13:10:00,1038.612925170068
512,2019-02-24 13:20:00,1038.5850340136053
513,2019-02-24 13:30:00,1038.557142857143
514,2019-02-24 13:40:00,1038.5292517006803
515,2019-02-24 13:50:00,1038.5013605442177
516,2019-02-24 14:00:00,1038.4734693877551
517,2019-02-24 14:10:00,1038.4455782312925
518,2019-02-24 14:20:00,1038.41768707483
519,2019-02-24 14:30:00,1038.3897959183673
520,2019-02-24 14:40:00,1038.3619047619047
521,2019-02-24 14:50:00,1038.3340136054421
522,2019-02-24 15:00:00,1038.3061224489795
523,2019-02-24 15:10:00,1038.278231292517
524,2019-02-24 15:20:00,1038.2503401360543
525,2019-02-24 15:30:00,1038.2224489795917
526,2019-02-24 15:40:00,1038.1945578231291
527,2019-02-24 15:50:00,1038.1666666666665
528,2019-02-24 16:00:00,1038.1387755102041
529,2019-02-24 16:10:00,1038.1108843537415
530,2019-02-24 16:20:00,1038.082993197279
531,2019-02-24 16:30:00,1038.0551020408163
532,2019-02-24 16:40:00,1038.0272108843537
533,2019-02-24 16:50:00,1037.9993197278911
534,2019-02-24 17:00:00,1037.9714285714285
535,2019-02-24 17:10:00,1037.943537414966
536,2019-02-24 17:20:00,1037.9156462585033
537,2019-02-24 17:30:00,1037.8877551020407
538,2019-02-24 17:40:00,1037.8598639455781
539,2019-02-24 17:50:00,1037.8319727891155
540,2019-02-24 18:00:00,1037.804081632653
541,2019-02-24 18:10:00,1037.7761904761905
542,2019-02-24 18:20:00,1037.748299319728
543,2019-02-24 18:30:00,1037.7204081632653
544,2019-02-24 18:40:00,1037.6925170068027
545,2019-02-24 18:50:00,1037.6646258503401
546,2019-02-24 19:00:00,1037.6367346938775
547,2019-02-24 19:10:00,1037.608843537415
548,2019-02-24 19:20:00,1037.5809523809523
549,2019-02-24 19:30:00,1037.5530612244897
550,2019-02-24 19:40:00,1037.5251700680271
551,2019-02-24 19:50:00,1037.4972789115645
552,2019-02-24 20:00:00,1037.469387755102
553,2019-02-24 20:10:00,1037.4414965986393
554,2019-02-24 20:20:00,1037.4136054421767
555,2019-02-24 20:30:00,1037.3857142857141
556,2019-02-24 20:40:00,1037.3578231292518
557,2019-02-24 20:50:00,1037.3299319727892
558,2019-02-24 21:00:00,1037.3020408163266
559,2019-02-24 21:10:00,1037.274149659864
560,2019-02-24 21:20:00,1037.2462585034014
561,2019-02-24 21:30:00,1037.2183673469387
562,2019-02-24 21:40:00,1037.1904761904761
563,2019-02-24 21:50:00,1037.1625850340135
564,2019-02-24 22:00:00,1037.134693877551
565,2019-02-24 22:10:00,1037.1068027210883
566,2019-02-24 22:20:00,1037.0789115646257
567,2019-02-24 22:30:00,1037.0510204081631
568,2019-02-24 22:40:00,1037.0231292517005
